From,To,Group,ratioScore
ADM,CALCR,C3,2.074074074074074
ADM,CALCR,C4,1.5165876777251184
ADM,CALCR,C5,1.4567901234567902
ADM,CALCR,C6,1.205128205128205
ADM,CALCRL,C1,-1.1454545454545455
ADM,CALCRL,C2,-1.643765903307888
ADM,CALCRL,C3,2.0073891625615765
ADM,CALCRL,C4,1.1910569105691058
ADM,CALCRL,C5,-17.444444444444443
ADM,CALCRL,C6,1.2352941176470589
ADM,GPR182,C1,1.2787286063569683
ADM,GPR182,C2,1.0471014492753623
ADM,GPR182,C3,1.4451219512195121
ADM,GPR182,C4,1.6111111111111112
ADM,GPR182,C5,5.766666666666667
ADM,GPR182,C6,1
ADM,MRGPRX2,C1,1.3511450381679388
ADM,MRGPRX2,C2,1.6274089935760172
ADM,MRGPRX2,C3,-1.066
ADM,MRGPRX2,C4,1.2512562814070352
ADM,MRGPRX2,C5,1.6
ADM,MRGPRX2,C6,-2.9473684210526314
ADM,RAMP2,C1,-2.069908814589666
ADM,RAMP2,C2,-2.3000000000000003
ADM,RAMP2,C3,2.205
ADM,RAMP2,C4,1.248888888888889
ADM,RAMP2,C5,-5
ADM,RAMP2,C6,1.1794871794871795
ADM2,CALCR,C1,1.036697247706422
ADM2,CALCR,C2,1.2334801762114538
ADM2,CALCR,C3,1.2875
ADM2,CALCR,C4,-1.0368098159509203
ADM2,CALCR,C5,1.2903225806451613
ADM2,CALCR,C6,-1.1666666666666667
ADM2,CALCRL,C1,1.128463476070529
ADM2,CALCRL,C2,1.296983758700696
ADM2,CALCRL,C3,1.6518987341772151
ADM2,CALCRL,C4,-1.447653429602888
ADM2,CALCRL,C5,-14.434782608695652
ADM2,CALCRL,C6,1.4
ADM2,RAMP1,C1,1.3887147335423198
ADM2,RAMP1,C2,1.4765840220385675
ADM2,RAMP1,C3,-1.699812382739212
ADM2,RAMP1,C4,-1.8181818181818181
ADM2,RAMP1,C5,-41
ADM2,RAMP1,C6,1.6296296296296295
ADORA2B,Mast_cells,C1,1.0826771653543308
ADORA2B,Mast_cells,C2,-1.2702702702702702
ADORA2B,Mast_cells,C3,-1.3024691358024691
